date,Np,Tp,Vp,B_gsm_x,B_gsm_y,B_gsm_z,Bmag,target
2011-01-01 00:00:00,3.8839063915266943,31925.26627218935,340.7755029585799,-1.5241183431952654,2.4281893491124253,0.8268224852071003,3.8920887573964498,0
2011-01-01 03:00:00,3.8839063915266943,31973.201183431953,342.77591715976354,-1.5670710059171595,1.2782899408284019,-1.2082958579881657,2.93462721893491,0
2011-01-01 06:00:00,3.8839063915266943,33755.24852071006,349.42591715976323,-0.9989112426035498,3.497520710059173,-0.7481597633136094,4.388899408284024,0
2011-01-01 09:00:00,3.8839063915266943,33425.01190476191,341.94767857142864,-1.8211130952380956,2.7094583333333353,-3.310767857142857,4.924577380952381,1
2011-01-01 12:00:00,3.8839063915266943,31379.69230769231,328.81023668639057,-2.501124260355029,2.5347988165680464,-1.6594733727810662,4.764970414201183,1
2011-01-01 15:00:00,3.8839063915266943,39629.668639053256,317.4957396449704,-3.094615384615383,3.237260355029586,-0.11714792899408283,4.835100591715975,1
2011-01-01 18:00:00,3.8839063915266943,33787.325443786984,306.1717751479289,-3.2828284023668646,2.906775147928994,-2.5466094674556214,5.161816568047338,1
2011-01-01 21:00:00,3.8839063915266943,50201.14880952381,312.2436904761903,-4.136124999999999,2.3787738095238087,-2.3965595238095254,5.602220238095238,2
2011-01-02 00:00:00,3.8839063915266943,31955.337278106508,320.35810650887584,-0.5620059171597629,-0.5558639053254443,0.641686390532544,4.560715976331361,1
2011-01-02 03:00:00,3.8839063915266943,21465.19526627219,317.25307692307683,1.01301775147929,-5.347502958579879,4.368988165680475,7.127295857988165,1
2011-01-02 06:00:00,3.8839063915266943,69977.65680473374,348.24739644970424,5.1411065088757395,-0.23198224852070992,-0.23904142011834326,5.896449704142015,0
2011-01-02 09:00:00,3.8839063915266943,58774.31547619047,335.0750595238095,4.552089285714286,2.7778690476190473,1.319113095238095,5.9319107142857135,0
2011-01-02 12:00:00,3.8839063915266943,65706.0650887574,336.78366863905325,4.982786982248524,-0.6929408284023668,-0.6289822485207094,5.880142011834319,1
2011-01-02 15:00:00,3.8839063915266943,53904.08284023669,352.9690532544377,3.179473372781066,-4.754952662721892,1.089289940828402,6.462674556213018,1
2011-01-02 18:00:00,3.8839063915266943,20120.562130177514,359.495029585799,3.5907396449704145,-3.420142011834319,-0.352301775147929,5.194846153846153,0
2011-01-02 21:00:00,3.8839063915266943,58274.95238095238,351.90374999999995,4.8267559523809505,-3.5213571428571435,-0.5223571428571427,6.063499999999999,1
2011-01-03 00:00:00,3.8839063915266943,30140.836094674556,343.2416568047338,4.823142011834319,-2.7542603550295865,-1.3090295857988161,5.894686390532547,0
2011-01-03 03:00:00,3.8839063915266943,18238.224852071005,344.41118343195257,5.318094674556213,-1.5014497041420116,-0.6214792899408283,5.619591715976333,0
2011-01-03 06:00:00,3.8839063915266943,24089.42603550296,333.90520710059167,4.795254437869821,-3.6276331360946767,-0.5100532544378692,6.114337278106507,0
2011-01-03 09:00:00,3.8839063915266943,54190.125,324.16839285714275,-0.9576190476190485,0.6651309523809522,-2.7443392857142856,6.317577380952382,0
2011-01-03 12:00:00,7.632511347418118,49628.76331360947,342.1298224852074,-3.1974082840236706,-0.16269230769230783,-0.5234674556213009,4.560674556213015,1
2011-01-03 15:00:00,10.10803550295858,61214.25443786982,365.4082840236685,-0.4871715976331362,1.6968461538461548,-1.2360828402366872,5.0544674556213,2
2011-01-03 18:00:00,7.847520710059169,104787.4674556213,380.5895266272191,-1.8455443786982244,3.5679881656804753,1.9819171597633143,7.027852071005915,2
2011-01-03 21:00:00,6.223779761904761,90540.41666666667,386.3650595238095,1.2781785714285714,5.209273809523812,4.452380952380954,8.155613095238099,2
2011-01-04 00:00:00,7.987023668639053,106431.14201183432,391.28402366863907,-2.59096449704142,2.125952662721895,-0.8857278106508877,5.212751479289939,1
2011-01-04 03:00:00,5.160301775147926,85905.01183431952,411.4721301775145,-2.419751479289941,3.5072662721893515,-0.5463076923076924,4.9912899408284055,2
2011-01-04 06:00:00,4.916597633136084,68258.15976331361,419.16053254437884,-4.7355266272189365,0.4261005917159765,-1.6681597633136103,5.17600591715976,1
2011-01-04 09:00:00,4.91899999999999,65607.55952380953,419.7952380952381,-4.369517857142857,-0.14348809523809516,-1.291303571428571,4.608720238095239,1
2011-01-04 12:00:00,4.91899999999999,61404.83431952663,421.76686390532547,-3.408603550295858,1.3389763313609468,-1.5075088757396446,4.024449704142011,1
2011-01-04 15:00:00,4.91899999999999,62891.01183431953,408.1415384615385,-2.485573964497041,1.3340236686390534,-0.5022603550295859,3.208414201183432,1
2011-01-04 18:00:00,4.91899999999999,63703.21301775148,401.7034319526628,-1.783331360946746,1.7231420118343206,-0.48962721893491107,2.7113313609467453,1
2011-01-04 21:00:00,4.91899999999999,61093.54761904762,396.75976190476183,-1.4253630952380951,1.6445773809523805,1.0160833333333334,2.557976190476191,0
2011-01-05 00:00:00,4.91899999999999,44101.242603550294,389.54792899408295,-1.4723727810650886,-0.04547928994082838,1.91123076923077,2.5844792899408295,0
2011-01-05 03:00:00,4.91899999999999,33358.18934911243,366.2197041420119,-0.6315798816568047,1.2002840236686385,1.0812544378698223,2.1771420118343205,0
2011-01-05 06:00:00,4.91899999999999,50177.82840236687,355.49284023668633,-1.3195325443786974,1.7439171597633147,-0.09676923076923075,3.0021775147928995,0
2011-01-05 09:00:00,4.91899999999999,41014.72619047619,359.25869047619045,-1.1422916666666676,2.2596904761904764,-0.3392380952380953,2.9609523809523814,1
2011-01-05 12:00:00,4.935781065088747,40664.20710059172,358.29680473372764,-1.8878106508875734,1.9222011834319521,-2.0737751479289948,3.5345384615384603,1
2011-01-05 15:00:00,8.468035502958578,21086.68047337278,349.35769230769216,-1.8203313609467453,2.3925739644970427,-1.0192603550295853,3.3329881656804745,0
2011-01-05 18:00:00,7.071532544378693,24967.183431952664,348.9368639053253,1.534917159763314,-0.47448520710059167,-1.185207100591716,3.8374437869822495,0
2011-01-05 21:00:00,5.998946428571427,42762.04761904762,359.85851190476205,2.453910714285714,0.8362738095238097,-1.5109345238095238,3.231940476190475,0
2011-01-06 00:00:00,6.353118343195267,35838.585798816566,351.0226035502959,2.031449704142013,-1.2071360946745566,-1.7447455621301773,3.261958579881659,1
2011-01-06 03:00:00,6.023692307692307,31640.467455621303,347.49224852071006,1.559177514792899,-2.3945266272189363,-0.1744911242603552,3.312112426035503,1
2011-01-06 06:00:00,5.718869822485208,29537.828402366864,340.5002958579882,1.206041420118343,-1.2098047337278104,2.5532958579881653,3.4288284023668623,0
2011-01-06 09:00:00,5.693345238095239,28185.23214285714,335.39690476190475,1.3064047619047618,-0.12851785714285738,1.2412678571428575,3.181505952380952,0
2011-01-06 12:00:00,6.287260355029584,27696.63905325444,335.7320710059172,3.740840236686393,-3.3262189349112417,-0.008053254437869894,5.090023668639054,0
2011-01-06 15:00:00,15.17152071005918,27181.57396449704,341.05201183431956,1.7621360946745561,-2.2462248520710073,0.41066272189349123,5.691366863905324,1
2011-01-06 18:00:00,38.64495857988168,51031.14792899408,362.97644970414217,1.1705976331360948,0.26756804733727807,-3.248976331360946,7.3221183431952666,1
