date,Np,Tp,Vp,B_gsm_x,B_gsm_y,B_gsm_z,Bmag,target
2010-01-01 00:00:00,9.627592800000002,75853.58799999996,274.1888318888889,-0.44201905210722225,2.336651138722223,1.4312984976833336,2.991846406666667,1
2010-01-01 03:00:00,9.627592800000002,75853.58799999996,275.7885399444443,0.11714896750555555,2.349017092444443,0.862512700211111,2.8087769261111095,0
2010-01-01 06:00:00,9.627592800000002,75853.58799999996,288.26431422222214,1.3752779493452216,1.9989080360000002,0.9361814398788884,3.1153481522222224,0
2010-01-01 09:00:00,9.627592800000002,75853.58799999996,280.1048997222221,-0.6332444493527777,3.214821466666668,1.049478056128889,3.566026429444446,0
2010-01-01 12:00:00,9.627592800000002,75853.58799999996,288.3923504444443,-1.2063219647555559,3.5222580415833327,0.6714049030522222,4.233391628333332,0
2010-01-01 15:00:00,9.627592800000002,75853.58799999996,279.41749405555566,-2.039844707711111,3.1200499978888887,0.8907148704333333,4.253040735555554,0
2010-01-01 18:00:00,9.627592800000002,75853.58799999996,287.51003933333334,-0.9781498007111116,3.949960742222219,1.6071009950499995,4.608060187222222,3
2010-01-01 21:00:00,9.627592800000002,75853.58799999996,299.24510099999964,-0.12369622032222227,1.8903136392666666,5.187897289927776,7.003343121111114,1
2010-01-02 00:00:00,9.627592800000002,75853.58799999996,305.22359016666644,0.6032895217483336,-3.3485282900166657,5.772789456999997,6.994263199999999,0
2010-01-02 03:00:00,9.627592800000002,75853.58799999996,300.3287531666669,0.48120718593833317,-2.438256113982222,6.730007983888888,7.532941867222222,0
2010-01-02 06:00:00,9.627592800000002,75853.58799999996,292.53106666666656,1.0004259789483336,3.4849322144999992,5.550187798333337,6.841795578333332,0
2010-01-02 09:00:00,9.627592800000002,75853.58799999996,282.32658505555554,1.1806612698333332,5.3615196977777755,4.176246482222222,7.009369186666668,0
2010-01-02 12:00:00,9.627592800000002,75853.58799999996,280.1588050555556,0.8532647423888885,4.841201596444446,4.438644303333335,6.993596299444447,0
2010-01-02 15:00:00,9.627592800000002,75853.58799999996,276.6473570000001,-0.17768758554444433,5.049370295000001,4.539854426111111,7.162954022777778,0
2010-01-02 18:00:00,9.627592800000002,75853.58799999996,272.66439361111105,-0.48104292646111085,6.587190751666665,0.6558870347861121,6.901322163888887,0
2010-01-02 21:00:00,9.627592800000002,75853.58799999996,272.68813094444454,-0.4689003667111114,5.0750224722222175,-1.4858790444944436,5.602859673333335,1
2010-01-03 00:00:00,9.627592800000002,75853.58799999996,270.1079126111113,-0.32098779123444443,5.303257200000001,-0.37514253545333326,5.748566895000002,0
2010-01-03 03:00:00,9.627592800000002,75853.58799999996,270.6222258333333,-1.2701807256166664,5.840521993333333,-2.511153395066667,6.63561395555556,1
2010-01-03 06:00:00,9.627592800000002,75853.58799999996,280.35944794444447,-1.0271067516422232,6.300541616111112,-3.5712239444444447,7.383600148333334,1
2010-01-03 09:00:00,9.627592800000002,75853.58799999996,291.8336172777777,0.9785689847316662,-2.1720305267222217,-3.5675282135727775,6.704341376111112,2
2010-01-03 12:00:00,9.627592800000002,75853.58799999996,291.97752694444443,1.6270892793555554,-5.684156226388886,0.9222098157000002,7.067066849444441,2
2010-01-03 15:00:00,9.627592800000002,75853.58799999996,289.9708693333334,3.0638051856722224,-2.1761803532838875,4.82302799111111,6.736458285555554,0
2010-01-03 18:00:00,9.627592800000002,75853.58799999996,290.36976755555554,0.33501137155555555,2.0729600830555532,1.0367046173122225,3.8365419083333334,0
2010-01-03 21:00:00,9.627592800000002,75853.58799999996,303.02966777777766,1.8382753037166664,-1.6506514815444455,-0.573347351692223,3.962130650555556,0
2010-01-04 00:00:00,9.627592800000002,75853.58799999996,311.10300700000005,2.065443000587779,0.5387482268022228,1.6188525156294442,3.9266793383333316,0
2010-01-04 03:00:00,9.627592800000002,75853.58799999996,306.030163111111,-0.3770561951472222,6.208215017222221,-0.9969214421688891,6.75506788111111,0
2010-01-04 06:00:00,9.627592800000002,75853.58799999996,298.03704772222204,-1.0082576149444447,5.648825099166669,-0.4576424589638888,6.9438416333333315,2
2010-01-04 09:00:00,9.627592800000002,75853.58799999996,311.92414527777794,-0.695139273303889,5.285454380555558,-0.5199813888150001,5.641889218888892,1
2010-01-04 12:00:00,9.627592800000002,75853.58799999996,276.70492166666594,-3.1128732527777774,4.2188865897222225,1.309715249105556,5.733665598888892,0
2010-01-04 15:00:00,9.627592800000002,75853.58799999996,262.9387137777779,-2.3811207656277786,5.293125589444445,1.9225401999516663,6.32141917722222,0
2010-01-04 18:00:00,9.627592800000002,75853.58799999996,267.16329116666645,-2.2015467559266666,4.25288316388889,2.023163780482334,5.635713132777777,0
2010-01-04 21:00:00,9.627592800000002,75853.58799999996,293.596381388889,1.3369451427722223,2.314205703222221,2.70162817913889,5.068067904444447,0
2010-01-05 00:00:00,9.627592800000002,75853.58799999996,301.2052719444443,1.7418964494611109,0.5610305984888888,1.5739489198611119,2.9670747633333336,0
2010-01-05 03:00:00,9.627592800000002,75853.58799999996,292.05272672222225,-0.2729655573222223,1.6324662528333325,1.3714583490044454,2.6808181979444443,0
2010-01-05 06:00:00,9.627592800000002,75853.58799999996,290.35681672222233,-0.5961731163999999,3.967238671666666,-0.29763236665555576,4.205815182777777,0
